Date,High,Low,Open,Close,Volume,Adj Close
2000-01-03,148.25,143.875,148.25,145.4375,8164300.0,96.85503387451172
2000-01-04,144.0625,139.640625,143.53125,139.75,8089800.0,93.06745147705078
2000-01-05,141.53125,137.25,139.9375,140.0,12177900.0,93.23389434814453
2000-01-06,141.5,137.75,139.625,137.75,6227200.0,91.73548889160156
2000-01-07,145.75,140.0625,140.3125,145.75,8066500.0,97.0631103515625
2000-01-10,146.90625,145.03125,146.25,146.25,5741700.0,97.39613342285156
2000-01-11,146.09375,143.5,145.8125,144.5,7503700.0,96.23069763183594
2000-01-12,144.59375,142.875,144.59375,143.0625,6907700.0,95.27338409423828
2000-01-13,145.75,143.28125,144.46875,145.0,5158300.0,96.56369018554688
2000-01-14,147.46875,145.96875,146.53125,146.96875,7437300.0,97.8747787475586
2000-01-18,146.625,145.1875,145.34375,145.8125,6488500.0,97.10478973388672
2000-01-19,147.0,145.0,145.3125,147.0,6157900.0,97.8956069946289
2000-01-20,146.96875,143.8125,146.96875,144.75,5800100.0,96.39720916748047
2000-01-21,145.5,144.0625,145.5,144.4375,6244800.0,96.18907165527344
2000-01-24,145.84375,139.40625,145.65625,140.34375,7896900.0,93.46282958984375
2000-01-25,141.9375,139.0,140.515625,141.9375,9942500.0,94.52420043945312
2000-01-26,141.546875,140.09375,141.0,140.8125,5158100.0,93.77498626708984
2000-01-27,142.21875,138.125,141.84375,140.25,10922700.0,93.400390625
2000-01-28,140.0625,135.53125,139.4375,135.875,11916200.0,90.48681640625
2000-01-31,139.671875,135.0,135.8125,139.5625,10768700.0,92.9425048828125
2000-02-01,141.6875,138.53125,139.75,140.9375,8419900.0,93.85824584960938
2000-02-02,142.25,140.375,141.28125,141.0625,6205900.0,93.94149780273438
2000-02-03,143.25,140.0,140.875,143.1875,7997500.0,95.35665130615234
2000-02-04,144.0,142.125,143.1875,142.59375,4925400.0,94.96124267578125
2000-02-07,142.78125,141.4375,142.5625,142.375,5845800.0,94.81554412841797
2000-02-08,144.5625,143.625,143.96875,144.3125,4936400.0,96.10584259033203
2000-02-09,144.46875,141.265625,144.46875,141.28125,8511500.0,94.08719635009766
2000-02-10,142.5625,140.875,141.625,141.5625,6690600.0,94.2744369506836
2000-02-11,141.9375,138.03125,141.84375,138.6875,9849800.0,92.35982513427734
2000-02-14,139.78125,138.3125,139.78125,139.5,8528800.0,92.90089416503906
2000-02-15,141.21875,137.796875,139.25,141.078125,11078300.0,93.95191955566406
2000-02-16,140.9375,138.796875,140.375,139.0,8845400.0,92.56797790527344
2000-02-17,140.4375,138.21875,140.4375,138.28125,7584200.0,92.08927917480469
2000-02-18,138.875,134.625,138.875,135.3125,9409200.0,90.11225128173828
2000-02-22,136.34375,133.53125,135.1875,134.96875,16415400.0,89.88331604003906
2000-02-23,137.46875,134.5,135.625,136.5625,12119000.0,90.94462585449219
2000-02-24,137.03125,133.09375,136.6875,133.8125,17375000.0,89.1133041381836
2000-02-25,136.71875,133.125,135.1875,133.328125,10559900.0,88.79070281982422
2000-02-28,136.6875,132.71875,133.375,136.125,13397800.0,90.65331268310547
2000-02-29,137.4375,135.75,136.0625,137.4375,8242500.0,91.52739715576172
2000-03-01,139.0,137.21875,137.625,138.4375,6868000.0,92.19334411621094
2000-03-02,139.125,137.34375,138.6875,138.53125,7600200.0,92.25580596923828
2000-03-03,141.71875,139.71875,140.4375,141.125,12770300.0,93.9831314086914
2000-03-06,141.34375,138.75,140.8125,139.75,11967100.0,93.06745147705078
2000-03-07,140.15625,135.21875,140.0,137.046875,20062000.0,91.26725006103516
2000-03-08,137.84375,135.03125,136.46875,136.875,11808500.0,91.15277862548828
2000-03-09,140.875,136.125,137.25,140.875,5500900.0,93.81657409667969
2000-03-10,142.0,139.53125,140.1875,140.125,7924600.0,93.31716918945312
2000-03-13,140.46875,135.6875,136.6875,138.59375,10540500.0,92.29740905761719
2000-03-14,140.09375,136.15625,139.28125,136.625,8263900.0,90.9863052368164
2000-03-15,140.4375,136.0625,136.875,139.8125,10300800.0,93.10906219482422
2000-03-16,146.84375,140.875,141.625,146.34375,25601400.0,97.45855712890625
2000-03-17,148.0,145.4375,145.8125,146.9375,10272900.0,98.10266876220703
2000-03-20,147.34375,144.78125,146.875,146.1875,12502300.0,97.60194396972656
2000-03-21,149.75,144.5,145.53125,149.1875,13612600.0,99.60492706298828
2000-03-22,150.84375,148.6875,149.5625,150.09375,8260000.0,100.2099838256836
2000-03-23,153.46875,149.15625,149.15625,152.65625,11654500.0,101.92076873779297
2000-03-24,155.75,151.71875,152.875,153.5625,11462900.0,102.52580261230469
2000-03-27,153.78125,151.8125,153.375,151.9375,8798600.0,101.44088745117188
2000-03-28,152.984375,150.59375,151.25,151.0625,6334400.0,100.856689453125
2000-03-29,152.484375,149.65625,151.5625,151.21875,6747500.0,100.96099090576172
2000-03-30,151.921875,147.125,150.15625,148.6875,9491900.0,99.27102661132812
2000-03-31,152.3125,148.4375,149.625,150.375,9249100.0,100.39769744873047
2000-04-03,151.25,148.6875,150.125,151.25,8508200.0,100.98189544677734
2000-04-04,153.0,141.390625,151.75,150.125,19585500.0,100.23080444335938
2000-04-05,150.8125,147.625,147.875,149.1875,8387200.0,99.60492706298828
2000-04-06,151.6875,149.0,150.25,150.484375,6378500.0,100.47077178955078
2000-04-07,152.125,150.5,151.5625,151.4375,6023600.0,101.10707092285156
2000-04-10,153.109375,150.3125,151.75,150.84375,9624200.0,100.7107162475586
2000-04-11,151.625,148.375,150.0,150.40625,9006400.0,100.41858673095703
2000-04-12,151.15625,146.15625,150.375,146.28125,10779200.0,97.66451263427734
2000-04-13,148.15625,143.78125,147.46875,144.25,12225800.0,96.3083724975586
2000-04-14,142.8125,133.5,142.625,136.0,29604000.0,90.80028533935547
2000-04-17,140.75,134.6875,135.1875,140.75,23918200.0,93.9715805053711
2000-04-18,144.46875,139.78125,140.5625,144.46875,11069200.0,96.45439910888672
2000-04-19,145.125,142.53125,144.5,143.125,6553700.0,95.55728149414062
2000-04-20,143.9375,142.375,143.5625,143.8125,8537600.0,96.01627349853516
2000-04-24,143.3125,140.5,141.5,142.25,12893100.0,94.97305297851562
2000-04-25,148.15625,144.4375,144.625,148.15625,14102000.0,98.9163589477539
2000-04-26,148.75,146.0,147.96875,146.484375,7711100.0,97.80010223388672
2000-04-27,147.34375,143.0,143.0,146.0,15595300.0,97.47674560546875
2000-04-28,147.859375,145.0625,147.0,145.09375,8743400.0,96.87167358398438
2000-05-01,148.484375,145.84375,146.5625,147.0625,7328300.0,98.18614196777344
2000-05-02,147.125,144.125,145.5,144.125,9411900.0,96.22489166259766
2000-05-03,144.0,139.78125,144.0,140.75,12630700.0,93.9715805053711
2000-05-04,142.359375,140.75,142.0,141.8125,5963600.0,94.68097686767578
2000-05-05,144.0,140.9375,141.0625,143.53125,7862400.0,95.82850646972656
2000-05-08,143.375,141.84375,142.75,142.453125,5064100.0,95.10865783691406
2000-05-09,143.40625,140.265625,143.0625,141.3125,5620300.0,94.34712219238281
2000-05-10,140.96875,137.75,140.5,138.125,10293900.0,92.2190170288086
2000-05-11,141.5,139.125,140.125,141.28125,7091100.0,94.32630920410156
2000-05-12,143.46875,141.625,141.8125,142.8125,5960800.0,95.34861755371094
2000-05-15,145.609375,142.0,142.75,145.28125,4441300.0,96.99685668945312
2000-05-16,147.71875,145.3125,146.5625,146.6875,8192200.0,97.93577575683594
2000-05-17,146.1875,144.46875,145.6875,145.15625,5907200.0,96.9134521484375
2000-05-18,146.3125,143.375,145.625,143.375,4325600.0,95.72419738769531
2000-05-19,143.234375,140.40625,142.5625,141.125,6518400.0,94.22195434570312
2000-05-22,141.46875,137.0,141.25,140.0625,10839400.0,93.51258850097656
2000-05-23,140.8125,137.5625,140.4375,138.0,7979200.0,92.13554382324219
2000-05-24,140.6875,136.5,138.0,140.25,11081500.0,93.63777160644531
2000-05-25,141.8125,137.71875,140.6875,137.84375,8278900.0,92.03120422363281
2000-05-26,139.6875,137.328125,138.8125,138.0,4814000.0,92.13554382324219
2000-05-30,142.9375,139.46875,140.0,142.5,5362700.0,95.13996124267578
2000-05-31,144.0,142.09375,142.5625,142.8125,6056500.0,95.34861755371094
2000-06-01,145.4375,143.0,143.6875,145.3125,8961600.0,97.01773834228516
2000-06-02,149.09375,147.484375,148.9375,147.84375,8962200.0,98.70775604248047
2000-06-05,148.21875,146.875,147.46875,147.125,6998100.0,98.22787475585938
2000-06-06,147.78125,145.90625,146.625,146.46875,4858900.0,97.78971862792969
2000-06-07,148.0,146.0,146.625,147.484375,4919500.0,98.46780395507812
2000-06-08,147.75,146.0625,147.5,146.90625,5723100.0,98.08183288574219
2000-06-09,147.96875,145.625,147.5,146.59375,3085300.0,97.8731689453125
2000-06-12,146.96875,144.875,146.96875,144.875,3678900.0,96.72563934326172
2000-06-13,147.75,144.625,144.8125,147.59375,6558700.0,98.54082489013672
2000-06-14,148.875,147.1875,148.25,147.84375,6420500.0,98.70775604248047
2000-06-15,148.75,146.84375,148.125,148.15625,5881200.0,98.9163589477539
2000-06-16,148.3125,145.875,148.3125,146.59375,5567900.0,98.1036148071289
2000-06-19,149.15625,146.25,146.46875,148.46875,5106900.0,99.35838317871094
2000-06-20,148.875,147.0,148.1875,147.9375,6480000.0,99.00288391113281
2000-06-21,148.4375,146.890625,146.9375,147.875,3115000.0,98.9610366821289
2000-06-22,147.6875,145.0,147.5625,145.625,7490500.0,97.4552993774414
2000-06-23,146.125,143.875,145.8125,144.375,4863300.0,96.61876678466797
2000-06-26,146.25,144.875,145.375,146.234375,5201300.0,97.86310577392578
2000-06-27,146.71875,145.015625,145.984375,145.15625,4159500.0,97.14159393310547
2000-06-28,146.984375,145.3125,145.625,145.5625,5347700.0,97.4134292602539
2000-06-29,145.75,143.515625,144.75,144.1875,6345700.0,96.4932861328125
2000-06-30,145.59375,143.890625,143.9375,145.28125,7420200.0,97.22526550292969
2000-07-03,147.4375,145.1875,145.4375,147.28125,1436600.0,98.56365966796875
2000-07-05,146.65625,144.375,146.375,144.625,2748200.0,96.78608703613281
2000-07-06,146.46875,144.21875,144.9375,145.75,5963200.0,97.53893280029297
2000-07-07,148.78125,146.25,146.6875,148.09375,3034800.0,99.10748291015625
2000-07-10,148.90625,147.53125,147.875,147.84375,2816100.0,98.94013214111328
