Date,High,Low,Open,Close,Volume,Adj Close,upper_boll_band,lower_boll_band,macd,signal,rsi,ma7,ma21,momentum,change,volatility,return
2000-01-03,1.004464030265808,0.9079239964485168,0.9363840222358704,0.9994419813156128,535796800.0,0.8557965755462646,,,0.0,0.0,,,,,0.0,,0.0673
2000-01-04,0.9877229928970336,0.9034600257873536,0.966517984867096,0.9151790142059326,512377600.0,0.7836441397666931,,,-0.006721832134105488,-0.0013443664268210976,,,,,-0.08426296710968018,0.05958291544615388,-0.0531
2000-01-05,0.9871649742126464,0.919642984867096,0.9263389706611632,0.9285709857940674,778321600.0,0.7951112985610962,,,-0.01084331733033006,-0.0032441566075228903,,,,,0.013391971588134766,0.044683048723269864,0.0024
2000-01-06,0.955357015132904,0.8482139706611633,0.9475449919700624,0.8482139706611633,767972800.0,0.7263035774230957,,,-0.020359076827087264,-0.006667140651435765,,,,-2.000558018684387,-0.08035701513290405,0.061923864076696644,-0.1048
2000-01-07,0.9017860293388368,0.8526790142059326,0.861607015132904,0.888392984867096,460734400.0,0.7607079744338989,,,-0.024377268156243193,-0.01020916615239725,,,,-2.0848209857940674,0.04017901420593262,0.0550077801839478,0.0311
2000-01-10,0.9129459857940674,0.845982015132904,0.9107139706611632,0.872767984867096,505064000.0,0.7473286986351013,,,-0.02849405887673595,-0.013866144697264991,,,,-2.0714290142059326,-0.015625,0.051602791188354646,-0.0417
2000-01-11,0.8872770071029663,0.8080360293388367,0.8565850257873535,0.828125,441548800.0,0.7091020941734314,,,-0.03495600984228364,-0.018084117726268722,,0.8972417031015668,,-2.1517860293388367,-0.04464298486709595,0.05593480172324281,-0.0332
2000-01-12,0.8526790142059326,0.7723209857940674,0.8482139706611633,0.7784600257873535,976068800.0,0.6665751934051514,,,-0.04358231113604594,-0.02318375640822417,,0.8656728523118156,,-2.111607015132904,-0.049664974212646484,0.06703684071645694,-0.0822
2000-01-13,0.8816959857940674,0.825892984867096,0.8436099886894226,0.8638389706611633,1032684800.0,0.7396829724311829,,,-0.043033288784974144,-0.027153662883574167,,0.8583385603768485,,-2.127232015132904,0.08537894487380981,0.062102540912325796,0.024
2000-01-14,0.9129459857940674,0.8872770071029663,0.892857015132904,0.896763026714325,390376000.0,0.7678751349449158,,,-0.03948631479302778,-0.02962019326546489,,0.8537945662225995,,-2.171875,0.03292405605316162,0.058333088088907595,0.0044
2000-01-18,0.9464290142059326,0.896763026714325,0.9017860293388368,0.928013026714325,459177600.0,0.7946335673332214,,,-0.033764482579474064,-0.03044905112826673,,0.8651944313730512,,-2.2215399742126465,0.03125,0.0571994124062868,0.0291
2000-01-19,0.970982015132904,0.9229909777641296,0.9430800080299376,0.9514510035514832,597643200.0,0.8147029280662537,,,-0.027027089016836925,-0.02976465870598077,,0.8742027197565351,,-2.1361610293388367,0.023437976837158203,0.05818748869079969,0.0089
